Q,I,T,Ro,E,A,D,Dm,H,M,Re
R,126,1,T,17,3,3,9267,0,4790,V
R,126,1,D,19,1,2,6138,0,0,V
R,126,1,D,19,3,3,7690,418,0,V
R,126,1,S,13,19,6,2993,7444,1176,V
R,126,1,S,19,14,3,3684,10569,0,V
R,126,2,T,7,1,8,8698,0,13865,De
R,126,2,D,11,0,4,7772,653,179,De
R,126,2,D,11,0,8,8235,0,1453,De
R,126,2,S,1,11,8,2221,4649,0,De
R,126,2,S,5,5,4,2038,9003,799,De
R,127,1,T,19,7,4,12403,0,6576,V
R,127,1,D,21,2,1,9138,0,0,V
R,127,1,D,19,7,4,7063,682,0,V
R,127,1,S,15,16,5,4834,5811,0,V
R,127,1,S,6,20,6,1796,10425,0,V
R,127,2,T,11,3,8,7568,0,8427,De
R,127,2,D,11,0,6,9072,0,0,De
R,127,2,D,10,0,4,5438,0,0,De
R,127,2,S,1,11,6,996,12161,603,De
R,127,2,S,9,13,7,3750,6470,0,De
R,128,1,T,44,9,5,19051,0,20629,V
R,128,1,D,31,2,11,16718,0,0,V
R,128,1,D,37,4,14,20752,624,48,V
R,128,1,S,29,36,7,7522,22211,0,V
R,128,1,S,24,37,6,7774,22444,677,V
R,128,2,T,27,2,13,22850,0,16527,De
R,128,2,D,16,2,16,20729,0,2168,De
R,128,2,D,19,3,15,20254,777,388,De
R,128,2,S,8,18,8,3163,22685,1227,De
R,128,2,S,3,12,17,5721,15760,820,De
R,129,1,T,24,8,2,8951,0,10338,V
R,129,1,D,22,2,2,6846,0,0,V
R,129,1,D,21,6,3,8291,0,24,V
R,129,1,S,12,17,1,3020,8549,259,V
R,129,1,S,7,25,2,1759,14044,615,V
R,129,2,T,7,2,9,8320,388,4562,De
R,129,2,D,7,3,6,8946,830,0,De
R,129,2,D,4,0,4,5895,0,0,De
R,129,2,S,0,1,7,3316,5405,0,De
R,129,2,S,4,6,8,2920,5302,1196,De
R,130,1,T,40,10,10,19150,0,16028,V
R,130,1,D,37,0,2,12687,0,2095,V
R,130,1,D,37,12,11,15208,1651,246,V
R,130,1,S,23,33,11,8261,11864,903,V
R,130,1,S,2,32,6,347,14499,0,V
R,130,2,T,16,7,11,9812,0,11454,De
R,130,2,D,27,4,12,16163,3107,0,De
R,130,2,D,29,0,10,12244,0,2475,De
R,130,2,S,11,20,12,3307,14559,314,De
R,130,2,S,20,15,11,8241,11847,0,De
R,131,1,T,23,1,12,13958,0,18144,V
R,131,1,D,23,0,7,10230,0,2726,V
R,131,1,D,23,0,9,9671,644,556,V
R,131,1,S,11,23,6,3216,12534,1393,V
R,131,1,S,13,19,10,3526,9654,6018,V
R,131,2,T,33,8,8,13331,146,7059,De
R,131,2,D,21,8,10,9316,0,84,De
R,131,2,D,30,0,5,14620,0,3148,De
R,131,2,S,26,18,9,9881,7502,281,De
R,131,2,S,8,26,9,2552,12569,235,De
R,132,1,T,43,23,7,16794,2858,9437,V
R,132,1,D,34,0,9,14250,0,2243,V
R,132,1,D,44,2,6,23011,917,1096,V
R,132,1,S,17,39,10,4591,18354,1428,V
R,132,1,S,45,28,6,14604,18455,0,V
R,132,2,T,17,7,16,17362,0,17773,De
R,132,2,D,30,0,10,23072,0,3530,De
R,132,2,D,19,1,13,15628,602,3181,De
R,132,2,S,4,23,11,975,22536,755,De
R,132,2,S,12,17,13,7289,16222,1657,De
R,133,1,T,29,11,6,13638,0,13498,V
R,133,1,D,28,0,4,14549,0,224,V
R,133,1,D,37,0,3,14422,0,0,V
R,133,1,S,33,22,8,13205,12729,0,V
R,133,1,S,15,35,5,4037,15688,1016,V
R,133,2,T,7,3,13,13279,0,7272,De
R,133,2,D,15,0,12,7280,0,1049,De
R,133,2,D,20,0,9,15607,1779,449,De
R,133,2,S,9,13,10,3342,13374,1139,De
R,133,2,S,16,10,7,6592,21276,0,De
R,134,1,T,31,13,12,17878,1828,17526,V
R,134,1,D,31,3,10,14888,0,865,V
R,134,1,D,27,5,16,12055,1815,158,V
R,134,1,S,23,18,11,10404,14724,270,V
R,134,1,S,30,23,11,13943,21616,0,V
R,134,2,T,32,6,11,17654,712,15617,De
R,134,2,D,43,12,6,15130,220,0,De
R,134,2,D,44,6,11,24353,0,0,De
R,134,2,S,18,37,9,5889,17723,243,De
R,134,2,S,24,26,10,8749,20264,3243,De
R,135,1,T,41,5,6,17455,0,16473,V
R,135,1,D,33,0,4,11288,0,1632,V
R,135,1,D,27,1,8,10554,666,0,V
R,135,1,S,17,37,8,4042,15087,0,V
R,135,1,S,22,34,9,6840,10956,583,V
R,135,2,T,24,7,9,15478,116,14768,De
R,135,2,D,13,0,15,7659,0,1065,De
R,135,2,D,13,4,15,9235,0,0,De
R,135,2,S,5,24,10,2478,13382,0,De
R,135,2,S,28,11,9,9289,10284,0,De
R,136,1,T,32,4,6,13400,41,7248,V
R,136,1,D,16,1,1,9110,0,1778,V
R,136,1,D,32,5,3,12011,890,0,V
R,136,1,S,13,23,1,2864,7570,250,V
R,136,1,S,18,29,4,6186,9620,0,V
R,136,2,T,5,2,10,6921,0,7936,De
R,136,2,D,11,0,10,7545,746,35,De
R,136,2,D,8,1,8,5463,0,306,De
R,136,2,S,8,7,6,3368,9274,1301,De
R,136,2,S,13,10,6,5896,13376,0,De
R,137,1,T,23,7,7,12701,150,7761,V
R,137,1,D,19,0,5,7517,0,70,V
R,137,1,D,24,0,9,8087,878,0,V
R,137,1,S,8,14,5,1977,9686,253,V
R,137,1,S,10,15,5,3909,8652,874,V
R,137,2,T,24,8,7,12115,0,10673,De
R,137,2,D,12,4,9,4389,0,0,De
R,137,2,D,15,5,9,9227,0,0,De
R,137,2,S,11,13,10,4567,7114,153,De
R,137,2,S,17,18,7,4754,9526,427,De
R,138,1,T,21,5,9,9600,838,7217,V
R,138,1,D,26,7,3,10639,0,0,V
R,138,1,D,25,2,3,15361,396,0,V
R,138,1,S,16,18,10,7822,10538,0,V
R,138,1,S,29,11,7,10442,7439,2188,V
R,138,2,T,18,3,11,11855,4424,4326,De
R,138,2,D,15,7,12,9107,525,3114,De
R,138,2,D,12,3,11,5357,0,0,De
R,138,2,S,23,13,5,9543,13378,0,De
R,138,2,S,12,18,7,5799,12189,3007,De
R,139,1,T,35,10,11,15677,0,27306,V
R,139,1,D,37,7,4,15406,0,0,V
R,139,1,D,44,8,8,20522,72,191,V
R,139,1,S,17,26,9,5299,12406,402,V
R,139,1,S,19,33,6,3514,19602,0,V
R,139,2,T,25,9,12,18466,1687,7270,De
R,139,2,D,20,1,12,11883,1957,0,De
R,139,2,D,14,2,15,11721,0,0,De
R,139,2,S,11,13,13,4339,12509,923,De
R,139,2,S,16,16,11,7752,13123,678,De
R,140,1,T,31,12,12,15499,0,7565,V
R,140,1,D,33,3,5,13118,0,0,V
R,140,1,D,40,10,12,15093,0,990,V
R,140,1,S,23,27,5,6435,12113,0,V
R,140,1,S,0,39,9,0,15098,0,V
R,140,2,T,22,3,13,9186,0,22172,De
R,140,2,D,16,1,16,12009,500,2069,De
R,140,2,D,26,0,10,14950,0,0,De
R,140,2,S,15,18,9,6656,12248,0,De
R,140,2,S,19,17,9,7646,9989,1171,De
R,141,1,T,24,5,6,8512,0,3977,V
R,141,1,D,20,1,9,6280,363,0,V
R,141,1,D,25,2,3,9168,0,0,V
R,141,1,S,13,18,4,1639,8730,808,V
R,141,1,S,15,17,8,4096,4649,2402,V
R,141,2,T,16,4,8,7999,0,7321,De
R,141,2,D,12,0,9,8090,0,0,De
R,141,2,D,16,2,9,6065,377,516,De
R,141,2,S,5,8,9,3409,6013,1023,De
R,141,2,S,9,11,8,3332,5849,0,De
R,142,1,T,10,1,2,6028,0,4407,V
R,142,1,D,10,0,0,5536,0,0,V
R,142,1,D,8,0,3,3395,0,932,V
R,142,1,S,7,11,1,2257,4930,279,V
R,142,1,S,5,10,0,1216,4942,0,V
R,142,2,T,3,0,5,3130,0,10886,De
R,142,2,D,3,0,1,4341,0,0,De
R,142,2,D,1,0,3,799,143,0,De
R,142,2,S,2,3,3,8246,4932,119,De
R,142,2,S,5,2,3,3241,5504,0,De
R,143,1,T,33,3,8,15290,0,14597,V
R,143,1,D,35,3,11,13346,0,0,V
R,143,1,D,29,1,7,14185,161,0,V
R,143,1,S,15,15,14,3669,7083,686,V
R,143,1,S,1,39,5,231,18000,0,V
R,143,2,T,19,5,7,12174,655,7195,De
R,143,2,D,28,0,11,13613,0,962,De
R,143,2,D,22,0,14,11187,188,329,De
R,143,2,S,13,14,11,4266,8442,331,De
R,143,2,S,22,18,9,5190,9569,1150,De
R,144,1,T,32,5,11,15527,0,20916,V
R,144,1,D,33,11,8,15019,0,0,V
R,144,1,D,41,1,19,16064,1561,998,V
R,144,1,S,22,30,15,5721,13484,2227,V
R,144,1,S,31,26,12,10284,11636,0,V
R,144,2,T,38,7,10,20920,450,13977,De
R,144,2,D,43,2,10,17101,0,798,De
R,144,2,D,16,3,20,8332,1314,0,De
R,144,2,S,9,35,13,2486,16948,2011,De
R,144,2,S,30,22,14,10964,11688,691,De
R,145,1,T,17,5,1,7208,352,3318,V
R,145,1,D,10,1,5,4514,0,0,V
R,145,1,D,18,1,2,9527,0,136,V
R,145,1,S,12,12,2,2181,4875,785,V
R,145,1,S,1,19,1,120,8137,0,V
R,145,2,T,6,0,6,6621,0,4627,De
R,145,2,D,5,0,5,4702,529,568,De
R,145,2,D,2,0,6,3242,346,0,De
R,145,2,S,2,3,7,2594,3809,225,De
R,145,2,S,7,5,6,3590,5566,0,De
R,146,1,T,12,0,9,7956,0,28268,V
R,146,1,D,22,0,3,10715,0,173,V
R,146,1,D,21,3,7,15343,941,754,V
R,146,1,S,0,22,3,200,16227,540,V
R,146,1,S,12,15,1,3553,15858,0,V
R,146,2,T,19,1,4,14742,0,19714,De
R,146,2,D,15,2,10,10133,0,78,De
R,146,2,D,14,7,7,12591,396,0,De
R,146,2,S,13,14,3,5329,10543,242,De
R,146,2,S,5,14,7,3837,10344,250,De
R,147,1,T,24,11,5,17018,1563,9248,V
R,147,1,D,20,1,3,13503,0,434,V
R,147,1,D,23,0,7,15858,210,202,V
R,147,1,S,14,18,4,7470,14200,1271,V
R,147,1,S,2,29,3,370,14180,0,V
R,147,2,T,13,3,8,15999,3923,4328,De
R,147,2,D,14,3,12,11747,0,117,De
R,147,2,D,9,3,7,10972,750,13,De
R,147,2,S,7,12,4,3562,14985,263,De
R,147,2,S,6,14,7,4421,13786,0,De
R,148,1,T,44,3,5,19928,0,8270,V
R,148,1,D,18,0,2,9620,0,60,V
R,148,1,D,22,10,9,5475,455,100,V
R,148,1,S,12,26,5,2041,9390,353,V
R,148,1,S,22,31,2,4701,13744,0,V
R,148,2,T,11,1,11,11326,171,6618,De
R,148,2,D,12,1,11,10128,1040,619,De
R,148,2,D,11,1,11,6901,0,105,De
R,148,2,S,14,12,9,4787,11937,536,De
R,148,2,S,9,12,11,3769,6430,453,De
R,149,1,T,10,2,3,4258,0,9962,V
R,149,1,D,17,0,0,4996,0,0,V
R,149,1,D,25,0,1,8305,0,1368,V
R,149,1,S,12,16,2,2628,7099,0,V
R,149,1,S,10,17,4,1976,4567,267,V
R,149,2,T,7,1,5,5758,0,4332,De
R,149,2,D,7,0,7,4487,0,0,De
R,149,2,D,6,1,8,4041,0,138,De
R,149,2,S,2,8,5,1028,5456,0,De
R,149,2,S,4,6,5,3232,5045,0,De
R,150,1,T,33,6,9,17339,1592,5547,V
R,150,1,D,32,0,2,8958,0,0,V
R,150,1,D,16,1,10,9005,0,538,V
R,150,1,S,15,25,9,4560,9022,784,V
R,150,1,S,12,26,9,2664,11067,33,V
R,150,2,T,25,4,12,10418,774,9581,De
R,150,2,D,20,2,5,10612,801,0,De
R,150,2,D,25,0,10,13980,0,380,De
R,150,2,S,15,18,13,4789,8260,207,De
R,150,2,S,7,25,9,2726,10800,0,De
R,151,1,T,17,7,17,11220,379,7534,V
R,151,1,D,22,4,10,11597,0,0,V
R,151,1,D,16,4,12,9536,0,1445,V
R,151,1,S,10,9,11,3866,5899,570,V
R,151,1,S,12,9,13,6098,8777,274,V
R,151,2,T,31,3,8,14393,280,18110,De
R,151,2,D,11,2,7,3579,0,0,De
R,151,2,D,28,5,8,9931,0,195,De
R,151,2,S,30,17,5,5269,5045,1354,De
R,151,2,S,22,30,6,5163,15086,0,De
R,152,1,T,28,14,6,14400,1884,6869,V
R,152,1,D,32,0,6,11132,0,0,V
R,152,1,D,22,2,10,12543,0,124,V
R,152,1,S,20,13,8,8434,9213,0,V
R,152,1,S,22,20,7,12417,8420,0,V
R,152,2,T,21,5,8,12790,6236,5028,De
R,152,2,D,23,1,10,12977,378,2663,De
R,152,2,D,15,3,12,12892,888,1103,De
R,152,2,S,4,18,11,3754,12958,0,De
R,152,2,S,2,16,5,1243,15495,0,De
R,153,1,T,23,4,6,14577,0,5152,V
R,153,1,D,27,3,8,11679,41,912,V
R,153,1,D,23,0,9,8219,0,0,V
R,153,1,S,18,26,4,6210,7589,271,V
R,153,1,S,22,21,5,6664,12724,0,V
R,153,2,T,16,3,9,11352,3321,6941,De
R,153,2,D,15,0,11,11027,0,109,De
R,153,2,D,22,2,8,9564,0,0,De
R,153,2,S,10,13,8,2453,12283,613,De
R,153,2,S,8,14,7,3299,10307,249,De
R,154,1,T,20,7,4,7711,217,2872,V
R,154,1,D,18,0,0,5531,0,0,V
R,154,1,D,17,0,3,6074,0,554,V
R,154,1,S,13,14,0,3980,3782,60,V
R,154,1,S,17,13,2,3377,5373,0,V
R,154,2,T,4,2,7,4925,0,4866,De
R,154,2,D,6,1,9,5852,21,75,De
R,154,2,D,4,0,7,4978,612,109,De
R,154,2,S,4,6,8,1488,4240,697,De
R,154,2,S,0,6,6,160,6148,0,De
R,155,1,T,15,2,1,8981,0,2116,V
R,155,1,D,15,0,3,4944,0,0,V
R,155,1,D,16,5,8,5179,129,17,V
R,155,1,S,9,12,3,1888,5080,1440,V
R,155,1,S,5,12,4,2161,7247,243,V
R,155,2,T,7,0,5,7733,406,3878,De
R,155,2,D,9,2,2,5639,0,0,De
R,155,2,D,9,1,7,4532,0,377,De
R,155,2,S,4,8,5,2399,3157,0,De
R,155,2,S,0,6,6,722,6307,0,De
R,156,1,T,6,2,0,1855,0,900,V
R,156,1,D,13,0,0,2917,0,0,V
R,156,1,D,8,1,0,1889,0,0,V
R,156,1,S,15,4,1,3842,0,0,V
R,156,1,S,2,6,0,341,3075,35,V
R,156,2,T,0,0,5,1204,0,1192,De
R,156,2,D,1,0,5,1969,0,34,De
R,156,2,D,0,0,5,1168,0,0,De
R,156,2,S,0,0,3,350,1338,0,De
R,156,2,S,1,1,5,410,979,413,De
R,157,1,T,5,1,0,6048,0,2399,V
R,157,1,D,2,0,1,3474,0,0,V
R,157,1,D,6,0,2,3124,0,1232,V
R,157,1,S,7,5,1,3903,3477,0,V
R,157,1,S,3,0,2,2119,3237,136,V
R,157,2,T,1,0,4,3291,0,6846,De
R,157,2,D,4,1,3,2412,0,0,De
R,157,2,D,2,0,2,5026,0,196,De
R,157,2,S,0,3,1,786,5669,320,De
R,157,2,S,0,1,1,724,5839,680,De
R,158,1,T,9,2,7,6976,0,7273,V
R,158,1,D,13,1,3,9609,0,129,V
R,158,1,D,12,0,3,5109,0,0,V
R,158,1,S,9,10,2,4396,5909,732,V
R,158,1,S,8,7,2,4530,6851,0,V
R,158,2,T,11,2,1,8021,2883,1676,De
R,158,2,D,8,0,6,7388,567,212,De
R,158,2,D,13,1,4,5714,1155,203,De
R,158,2,S,4,8,6,1326,6926,0,De
R,158,2,S,6,12,4,1751,8886,209,De
R,159,1,T,23,4,1,7963,420,3519,V
R,159,1,D,17,0,3,5672,0,1058,V
R,159,1,D,21,0,2,3779,0,0,V
R,159,1,S,21,10,0,7779,5372,0,V
R,159,1,S,19,22,1,5468,8431,89,V
R,159,2,T,1,1,12,3977,284,2679,De
R,159,2,D,5,1,7,6573,0,90,De
R,159,2,D,1,0,9,4929,0,161,De
R,159,2,S,3,2,4,3794,6179,860,De
R,159,2,S,3,2,6,3200,6674,874,De
R,160,1,T,29,7,4,10112,347,4982,V
R,160,1,D,27,0,5,7913,340,401,V
R,160,1,D,27,0,3,7058,0,0,V
R,160,1,S,23,25,3,5582,6828,17,V
R,160,1,S,17,25,4,6666,8327,313,V
R,160,2,S,12,6,11,3210,8424,0,De
R,161,1,T,21,6,15,23529,0,15583,V
R,161,1,D,17,0,11,12100,0,0,V
R,161,1,D,15,3,14,14737,0,69,V
R,161,1,S,6,13,14,6162,15545,1964,V
R,161,1,S,7,9,16,7135,12836,417,V
R,161,2,T,48,5,6,19353,0,23527,De
R,161,2,D,38,4,10,18778,0,232,De
R,161,2,D,51,0,4,19291,0,1302,De
R,161,2,S,15,32,6,3333,17644,3171,De
R,161,2,S,2,40,5,240,23918,0,De
R,162,1,T,21,3,5,10201,0,12355,V
R,162,1,D,31,0,3,6650,0,0,V
R,162,1,D,33,0,2,10353,0,1374,V
R,162,1,S,15,17,4,4032,9245,394,V
R,162,1,S,16,24,6,6326,8278,115,V
R,162,2,T,10,3,11,7828,30,7222,De
R,162,2,D,15,4,13,8693,1273,335,De
R,162,2,D,9,0,8,8612,268,826,De
R,162,2,S,10,7,5,5340,11506,0,De
R,162,2,S,3,1,8,2298,4329,10,De
R,163,1,T,15,2,7,13266,6181,1209,V
R,163,1,D,16,0,5,7683,0,0,V
R,163,1,D,17,4,9,8645,0,0,V
R,163,1,S,12,13,10,7279,8266,379,V
R,163,1,S,17,13,9,4065,11805,0,V
R,163,2,T,22,9,10,17404,2275,6069,De
R,163,2,D,16,0,7,9259,1343,0,De
R,163,2,D,23,3,4,11007,0,0,De
R,163,2,S,15,19,5,5128,9028,812,De
R,163,2,S,8,19,6,2130,8109,0,De
R,164,1,T,21,7,0,8155,921,1578,V
R,164,1,D,30,9,2,8927,0,0,V
R,164,1,D,20,0,2,4049,0,0,V
R,164,1,S,23,12,6,8051,5796,0,V
R,164,1,S,20,11,3,7439,4222,80,V
R,164,2,T,6,2,11,4929,2279,6498,De
R,164,2,D,2,1,11,4361,146,0,De
R,164,2,D,10,1,11,4956,75,0,De
R,164,2,S,2,3,10,1865,7023,2628,De
R,164,2,S,3,6,9,1592,6257,18,De
R,165,1,T,43,8,6,13597,0,11364,V
R,165,1,D,35,0,3,9858,0,0,V
R,165,1,D,36,0,3,11552,1304,0,V
R,165,1,S,8,19,7,2656,5475,135,V
R,165,1,S,17,30,7,4093,10164,95,V
R,165,2,T,7,2,9,7280,0,10959,De
R,165,2,D,12,2,13,8609,0,1206,De
R,165,2,D,11,0,11,9235,1148,229,De
R,165,2,S,9,8,8,2954,8218,1352,De
R,165,2,S,14,4,14,5791,8599,0,De
R,166,1,T,12,2,1,9326,0,3555,V
R,166,1,D,11,0,1,3646,0,0,V
R,166,1,D,13,0,1,6686,100,150,V
R,166,1,S,10,10,1,2743,4835,0,V
R,166,1,S,3,11,3,919,5450,237,V
R,166,2,T,2,0,6,5847,632,3435,De
R,166,2,D,5,0,4,4694,0,70,De
R,166,2,D,5,1,4,3627,623,0,De
R,166,2,S,0,2,4,12,6645,1073,De
R,166,2,S,0,2,5,1628,4223,359,De
R,167,1,T,22,10,6,10787,1504,3640,V
R,167,1,D,25,0,4,11559,0,0,V
R,167,1,D,21,6,9,9731,0,0,V
R,167,1,S,17,17,4,6690,11697,794,V
R,167,1,S,12,26,9,4257,11958,0,V
R,167,2,T,22,10,7,10585,0,14817,De
R,167,2,D,22,2,9,14496,0,0,De
R,167,2,D,17,0,7,11883,556,987,De
R,167,2,S,10,19,8,4608,10340,0,De
R,167,2,S,6,17,10,1154,11204,1193,De
R,168,1,T,15,5,4,8245,0,14740,V
R,168,1,D,15,2,2,6411,0,0,V
R,168,1,D,16,2,8,6466,1411,0,V
R,168,1,S,21,5,5,10182,4790,0,V
R,168,1,S,17,19,5,6382,8539,0,V
R,168,2,T,16,3,8,9632,105,10770,De
R,168,2,D,14,0,5,8549,258,805,De
R,168,2,D,15,5,9,6867,0,0,De
R,168,2,S,5,13,7,836,8912,615,De
R,168,2,S,7,12,7,2771,8712,1338,De
R,169,1,T,21,7,4,7880,0,3465,V
R,169,1,D,19,2,2,5365,0,0,V
R,169,1,D,14,4,4,6961,0,183,V
R,169,1,S,5,25,1,1629,7405,0,V
R,169,1,S,23,3,2,9181,3383,0,V
R,169,2,T,7,4,8,5449,368,5887,De
R,169,2,D,6,0,9,3350,0,76,De
R,169,2,D,11,0,7,7679,0,0,De
R,169,2,S,5,2,6,2289,8604,557,De
R,169,2,S,1,10,7,472,6627,0,De
R,170,1,T,20,3,7,11242,0,6758,V
R,170,1,D,22,0,9,10927,312,1193,V
R,170,1,D,26,0,2,9158,0,0,V
R,170,1,S,11,18,6,2021,9541,797,V
R,170,1,S,29,7,2,12965,7057,331,V
R,170,2,T,14,1,12,9657,5389,5496,De
R,170,2,S,8,13,6,3618,11207,0,De
R,171,1,T,34,12,12,17893,699,10583,V
R,171,1,D,27,0,10,11367,0,0,V
R,171,1,D,29,9,11,12445,2314,4068,V
R,171,1,S,18,26,8,8137,12470,82,V
R,171,1,S,30,20,6,9880,11987,714,V
R,171,2,T,22,3,11,11641,2135,8349,De
R,171,2,D,16,5,12,11262,0,293,De
R,171,2,D,27,4,14,18208,0,446,De
R,171,2,S,22,22,8,8315,16862,0,De
R,171,2,S,21,13,9,9509,10570,551,De
R,172,1,T,16,4,1,6087,0,8185,V
R,172,1,D,15,0,2,3526,0,0,V
R,172,1,D,12,0,2,2608,489,0,V
R,172,1,S,9,12,3,2820,4166,0,V
R,172,1,S,0,8,2,0,4749,27,V
R,172,2,D,3,0,5,4921,0,340,De
R,172,2,D,1,0,6,2838,0,0,De
R,172,2,S,3,3,5,3127,2754,0,De
R,172,2,S,3,3,3,1845,3129,0,De
R,173,1,T,36,5,7,11531,181,7252,V
R,173,1,D,34,0,5,9427,0,0,V
R,173,1,D,36,5,5,18769,0,641,V
R,173,1,S,0,38,2,94,14488,0,V
R,173,1,S,15,26,5,2877,9756,287,V
R,173,2,T,7,2,12,10391,299,9419,De
R,173,2,D,14,0,10,10466,0,1443,De
R,173,2,D,10,0,15,9968,1724,0,De
R,173,2,S,6,8,11,4419,8382,1337,De
R,173,2,S,9,3,8,3464,8729,776,De
R,174,1,T,18,8,7,8604,0,9438,V
R,174,1,D,18,0,4,6262,0,0,V
R,174,1,D,28,5,3,11610,0,0,V
R,174,1,S,14,20,5,5718,6073,0,V
R,174,1,S,12,13,6,3276,5221,576,V
R,174,2,T,12,1,8,5827,0,13637,De
R,174,2,D,15,3,7,6846,1984,3451,De
R,174,2,D,10,2,7,8277,0,0,De
R,174,2,S,8,10,7,3798,7079,0,De
R,174,2,S,6,5,8,1205,9497,955,De
R,175,1,T,19,12,1,6445,0,6105,V
R,175,1,D,10,0,3,2807,0,0,V
R,175,1,D,11,3,1,7365,0,0,V
R,175,1,S,9,16,2,2095,4968,0,V
R,175,1,S,6,15,2,746,5635,0,V
R,175,2,T,6,2,4,3391,0,4743,De
R,175,2,D,2,0,7,3612,0,0,De
R,175,2,D,6,0,4,5458,0,1096,De
R,175,2,S,3,4,4,1514,4346,0,De
R,175,2,S,1,3,4,973,5278,19,De
R,176,1,T,24,10,11,14480,1496,8940,V
R,176,1,D,28,0,7,10684,0,0,V
R,176,1,D,19,4,11,10919,0,0,V
R,176,1,S,21,14,4,7585,13614,0,V
R,176,1,S,7,25,10,4183,13696,101,V
R,176,2,T,27,9,8,12377,0,17694,De
R,176,2,D,22,3,9,12841,267,650,De
R,176,2,D,21,3,12,14655,525,56,De
R,176,2,S,17,20,12,4309,14196,757,De
R,176,2,S,19,3,7,10744,7286,0,De
R,177,1,T,15,0,5,7367,0,5502,V
R,177,1,D,12,0,3,4733,0,0,V
R,177,1,D,6,8,5,3322,263,0,V
R,177,1,S,4,10,3,2396,5081,211,V
R,177,1,S,15,1,6,7332,2916,0,V
R,177,2,T,11,2,5,5058,0,5046,De
R,177,2,D,7,2,6,5007,285,0,De
R,177,2,D,9,0,4,5378,664,72,De
R,177,2,S,15,7,4,3893,6203,318,De
R,177,2,S,2,8,5,873,6436,0,De
R,178,1,T,18,3,2,6643,0,9531,V
R,178,1,D,24,0,1,6204,0,0,V
R,178,1,D,19,0,2,5057,0,378,V
R,178,1,S,10,21,2,3287,9919,0,V
R,178,1,S,16,10,2,3805,5233,691,V
R,178,2,T,6,2,7,6191,0,4498,De
R,178,2,D,5,1,5,4812,247,0,De
R,178,2,D,4,0,7,7925,35,37,De
R,178,2,S,1,4,8,1944,4306,183,De
R,178,2,S,5,6,6,2210,6311,0,De
R,179,1,T,22,7,7,9639,0,14431,V
R,179,1,D,30,0,7,8304,0,0,V
R,179,1,D,29,5,8,10111,0,424,V
R,179,1,S,21,6,2,8255,7717,0,V
R,179,1,S,16,20,3,4294,9403,1295,V
R,179,2,T,14,6,9,8293,0,6776,De
R,179,2,D,13,1,9,10674,486,265,De
R,179,2,D,17,0,12,7953,0,116,De
R,179,2,S,12,12,11,5527,6481,0,De
R,179,2,S,6,12,12,3033,9189,816,De
R,180,1,T,31,6,5,14798,0,9361,V
R,180,1,D,31,0,8,10143,0,0,V
R,180,1,D,35,7,8,16193,0,0,V
R,180,1,S,11,35,2,4271,17341,0,V
R,180,1,S,15,18,2,4588,15532,1396,V
R,180,2,T,11,3,11,17712,0,9063,De
R,180,2,D,14,0,9,15865,0,1522,De
R,180,2,D,16,1,17,11568,359,0,De
R,180,2,S,6,9,12,4145,8959,2676,De
R,180,2,S,2,14,11,792,14284,0,De
R,181,1,T,25,2,6,10101,0,8897,V
R,181,1,D,30,0,4,9180,0,0,V
R,181,1,D,25,0,4,11238,0,382,V
R,181,1,S,13,20,3,2846,10201,541,V
R,181,1,S,16,26,2,5733,9524,0,V
R,181,2,T,4,1,12,8342,0,12974,De
R,181,2,D,17,1,9,10275,0,1042,De
R,181,2,D,9,2,9,9481,0,0,De
R,181,2,S,1,8,7,913,10589,650,De
R,181,2,S,9,7,9,2927,5277,241,De
R,182,1,T,23,16,4,7283,859,6567,V
R,182,1,D,27,0,0,6936,0,0,V
R,182,1,D,15,3,8,5454,0,864,V
R,182,1,S,8,13,3,1627,6941,0,V
R,182,1,S,15,12,4,2438,6398,638,V
R,182,2,T,10,0,4,6324,0,4893,De
R,182,2,D,7,2,9,7251,32,0,De
R,182,2,D,7,3,11,6497,0,100,De
R,182,2,S,9,5,9,6265,3606,0,De
R,182,2,S,0,11,4,168,5152,0,De
R,183,1,T,33,17,10,16720,0,10463,V
R,183,1,D,29,10,7,17350,0,573,V
R,183,1,D,25,0,5,11263,0,0,V
R,183,1,S,16,26,12,8434,10158,53,V
R,183,1,S,17,22,6,7972,13989,234,V
R,183,2,T,24,8,14,18284,0,13143,De
R,183,2,D,20,2,11,14655,2268,6180,De
R,183,2,D,16,1,12,12053,0,215,De
R,183,2,S,13,21,9,4029,15683,1759,De
R,183,2,S,8,22,7,1178,18681,1905,De
R,184,1,T,24,7,7,12331,0,16362,V
R,184,1,D,27,0,5,7075,0,0,V
R,184,1,D,25,15,9,6574,480,0,V
R,184,1,S,17,17,3,5030,8887,2180,V
R,184,1,S,27,14,3,9754,11635,0,V
R,184,2,T,14,1,8,6881,0,13144,De
R,184,2,D,15,3,7,11044,2128,100,De
R,184,2,D,17,0,7,10358,0,529,De
R,184,2,S,6,17,8,4618,12854,129,De
R,184,2,S,9,9,13,4448,7451,688,De
R,185,1,T,37,11,13,16634,0,12350,V
R,185,1,D,43,0,13,12654,0,0,V
R,185,1,D,34,4,16,13779,950,115,V
R,185,1,S,34,33,13,9021,18336,0,V
R,185,1,S,20,29,16,7884,9116,1575,V
R,185,2,T,40,11,15,13001,499,8674,De
